CODIGO INMUEBLE;ESTADO;NOMBRE SEDE;DIRECCIÓN SEDE;TELÉFONO FIJO;TELÉFONO MÓVIL;POBLACIÓN;PROVINCIA;ACTIVIDAD;AMBITO;ÁREA;"ENLACE PRAL
AMT 2012";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2012";"ADM
BACKUP";BW BACKUP;"ENLACE PRAL
AMT 2018";"ADM
PRAL";"BW
PRAL";"ENLACE BACKUP
AMT 2018";"ADM
BACKUP";BW BACKUP;MIGRACIÓN;CODIGO HOSTNAME;AMBITO;NEMONICO;CRITICIDAD SERVICIO;DISP.;CARPETA;MON.;DOC.;ESQ.
1902;ALTA;Centro Salud Calatayud - edif. Temporal;C/ Fernandez Ardavin, s/n, pl. 1;0;0;Calatayud;Zaragoza;Centro Salud;SALUD;SEC. CALATAYUD;MACROLAN (FIBRA OPTICA);-;4Mb / 4Mb;VPN-IP (ADSL);-;2Mb / 640Kb 50%;VPN-IP FTTH 100/100;-;-;3G;-;0;;Z-CAL1902-;-;-;;;;mon;doc;esq
1903;ALTA;Casa de Federaciones Deportivas Aragonesas (Antiguo);C/ Valero Julian Ripol Urbano , 15;0;0;Zaragoza;Zaragoza;Casa de Federaciones Deportivas Aragonesas (Antiguo);ADMINISTRACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-ZAR1903-;-;-;;;;mon;doc;esq
1904;ALTA;Juzgados Vigilancia Penitenciaria (Antiguo);C/ Convertidos;0;0;Zaragoza;Zaragoza;Juzgados Vigilancia Penitenciaria (Antiguo);JUSTICIA;;;;;;;;;;;;;;;Z-ZAR1904-;-;-;;;;mon;doc;esq
1905;ALTA;Presidencia;C/ Unica;0;0;Bonansa;Huesca;Presidencia;ADMINISTRACIÓN;HUESCA;;;;;;;;;;;;;;H-BON1905-;-;-;;;;mon;doc;esq
2000;ALTA;C.P.R. de Ejea de los Caballeros - Ejea de los Caballeros;Plaza de Goya, 7;976677160;0;Ejea de los Caballeros;Zaragoza;C.P.R. de Ejea de los Caballeros - Ejea de los Caballeros;EDUCACIÓN;;;;;;;;;;;;;;;Z-EJE2000-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2001;ALTA;C.P.R. Zaragoza I - Zaragoza;Paseo Reyes de Aragon, 22;976563248;0;Zaragoza;Zaragoza;C.P.R. Zaragoza I - Zaragoza;EDUCACIÓN;;;;;;;;;;;;;;;Z-ZAR2001-;-;-;ESTANDAR;12X5;;mon;doc;esq
2002;ALTA;C.P.R. la Almunia de Doña Godina - Almunia de Doña Godina, La;C/ la Paz, s/n;976811732;0;La Almunia de Doña Godina;Zaragoza;C.P.R. la Almunia de Doña Godina - Almunia de Doña Godina, La;EDUCACIÓN;;;;;;;;;;;;;;;Z-LA 2002-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2003;ALTA;I.E.S. Valle del Huecha - Mallen;Avda. de la Libertad, 25;976861409;0;Mallen;Zaragoza;I.E.S. Valle del Huecha - Mallen;EDUCACIÓN;;;;;;;;;;;;;;;Z-MAL2003-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2004;ALTA;Escuela de Enfermeria;Avda. America, 15;978620648;0;Teruel;Teruel;Escuela de Enfermeria;SALUD;SEC. TERUEL;;;;;;;;;;;;;;TSTER2004ENF;S;ENF;ESTANDAR;12X5;"""TSTER2004 - Escuela de Enfermeria [Teruel]""";mon;doc;esq
2005;ALTA;G.I. Nuestra Señora del Carmen - Calatayud;C/ Ramon y Cajal s/n;976884103;0;Calatayud;Zaragoza;G.I. Nuestra Señora del Carmen - Calatayud;EDUCACIÓN;;;;;;;;;;;;;;;Z-CAL2005-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2006;ALTA;I.E.S. Sierra de San Quilez - Binefar;Plaza Hipolito Bitrian 1;974428295;0;Binefar;Huesca;I.E.S. Sierra de San Quilez - Binefar;EDUCACIÓN;;;;;;;;;;;;;;;H-BIN2006-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2007;ALTA;I.E.S. la Llitera - Tamarite de Litera;Camino de la Colomina s/n;974420360;0;Tamarite de Litera;Huesca;I.E.S. la Llitera - Tamarite de Litera;EDUCACIÓN;;;;;;;;;;;;;;;H-TAM2007-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2008;ALTA;I.E.S. Sobrarbe - Ainsa-Sobrarbe;C/ Lucien Briet s/n;974500056;0;Ainsa-Sobrarbe;Huesca;I.E.S. Sobrarbe - Ainsa-Sobrarbe;EDUCACIÓN;;;;;;;;;;;;;;;H-AIN2008-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2009;ALTA;C.E.I.P. de Paules de Sarsa - Paules de Sarsa;C/ Escuelas s/n;974318171;0;Paules de Sarsa;Huesca;C.E.I.P. de Paules de Sarsa - Paules de Sarsa;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PAU2009-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2010;ALTA;C.M. de Sabiñanigo - Sabiñanigo;Avda. Serrablo 13;974482834;0;Sabiñanigo;Huesca;C.M. de Sabiñanigo - Sabiñanigo;EDUCACIÓN;;;;;;;;;;;;;;;H-SAB2010-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2011;ALTA;C.P.E.P.A. Litera - Tamarite de Litera;C/ San Miguel 9;974421919;0;Tamarite de Litera;Huesca;C.P.E.P.A. Litera - Tamarite de Litera;EDUCACIÓN;;;;;;;;;;;;;;;H-TAM2011-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2012;ALTA;C.P.E.P.A. Cinca Medio - Monzon;Plaza Santo Domingo 6;974402420;0;Monzon;Huesca;C.P.E.P.A. Cinca Medio - Monzon;EDUCACIÓN;;;;;;;;;;;;;;;H-MON2012-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2013;ALTA;A.C.E.P.A. Jacetania - Jaca;C/ Monte Perdido 1;974362875;0;Jaca;Huesca;A.C.E.P.A. Jacetania - Jaca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-JAC2013-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2014;ALTA;C.P.E.P.A. Ribagorza - Benabarre;Plaza Escuelas Pias 5;974543313;0;Benabarre;Huesca;C.P.E.P.A. Ribagorza - Benabarre;EDUCACIÓN;;;;;;;;;;;;;;;H-BEN2014-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2015;ALTA;C.P.E.P.A. Ribagorza - Castejon de Sos;Plaza Costitucion s/n;974553102;0;Castejon de Sos;Huesca;C.P.E.P.A. Ribagorza - Castejon de Sos;EDUCACIÓN;;;;;;;;;;;;;;;H-CAS2015-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2016;ALTA;C.P.E.P.A. Ribagorza - Graus;Plaza Mayor Casa de Las Culturas 2;974540528;0;Graus;Huesca;C.P.E.P.A. Ribagorza - Graus;EDUCACIÓN;;;;;;;;;;;;;;;H-GRA2016-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2017;ALTA;C.P.E.P.A. Sobrarbe - Boltaña;C/ Samper 1;974500630;0;Boltaña;Huesca;C.P.E.P.A. Sobrarbe - Boltaña;EDUCACIÓN;;;;;;;;;;;;;;;H-BOL2017-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2018;ALTA;C.P.E.P.A. Alto Gallego - Sabiñanigo;C/ Pedro Sese 2;974482532;0;Sabiñanigo;Huesca;C.P.E.P.A. Alto Gallego - Sabiñanigo;EDUCACIÓN;;;;;;;;;;;;;;;H-SAB2018-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2019;ALTA;C.P.E.P.A. Monegros - Sariñena;C/ El Carmen 13;974574398;0;Sariñena;Huesca;C.P.E.P.A. Monegros - Sariñena;EDUCACIÓN;;;;;;;;;;;;;;;H-SAR2019-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2020;ALTA;E.O.I. Ignacio Luzan - Monzon;Avda. de Fonz 1;974415840;0;Monzon;Huesca;E.O.I. Ignacio Luzan - Monzon;EDUCACIÓN;;;;;;;;;;;;;;;H-MON2020-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2021;ALTA;E.O.I. Centro Educativo y Cultural Capitiellos - Sabiñanigo;C/ Instituto Laboral 9;974484045;0;Sabiñanigo;Huesca;E.O.I. Centro Educativo y Cultural Capitiellos - Sabiñanigo;EDUCACIÓN;;;;;;;;;;;;;;;H-SAB2021-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2022;ALTA;C.R.A. la Llitera - Albelda;C.R.A. la Llitera - Albelda;974421407;0;Albelda;Huesca;C/ Granero 8;EDUCACIÓN;;;;;;;;;;;;;;;H-ALB2022-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2023;ALTA;C.R.A. la Llitera - Alcampell;C/ Autonomia de Aragon 22;974421143;0;Alcampell;Huesca;C.R.A. la Llitera - Alcampell;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ALC2023-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2024;ALTA;C.R.A. la Llitera - Castillonroy;C/ Guerau Pons s/n;974434009;0;Castillonroy;Huesca;C.R.A. la Llitera - Castillonroy;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CAS2024-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2025;ALTA;C.R.A. la Llitera - Estopiñan del Castillo;C/ El Portal s/n;974433245;0;Estopiñan del Castillo;Huesca;C.R.A. la Llitera - Estopiñan del Castillo;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-EST2025-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2026;ALTA;C.R.A. de Montesnegros - Candasnos;Avda. Joaquin Costa s/n;974463137;0;Candasnos;Huesca;C.R.A. de Montesnegros - Candasnos;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CAN2026-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2027;ALTA;C.R.A. de Montesnegros - Castejon de Monegros;Plaza del Recreo s/n;976172791;0;Castejon de Monegros;Huesca;C.R.A. de Montesnegros - Castejon de Monegros;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CAS2027-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2028;ALTA;C.R.A. de Montesnegros - Peñalba;C/ Las Afueras s/n;974463079;0;Peñalba;Huesca;C.R.A. de Montesnegros - Peñalba;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PEÑ2028-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2029;ALTA;C.R.A. A Redolada - Berbegal;C/ Goya 1;974300733;0;Berbegal;Huesca;C.R.A. A Redolada - Berbegal;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BER2029-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2030;ALTA;C.R.A. A Redolada - Huerto;Ctra. s/n;974395076;0;Huerto;Huesca;C.R.A. A Redolada - Huerto;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-HUE2030-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2031;ALTA;C.R.A. A Redolada - Laluenga;C/ Mayor s/n;0;0;Laluenga;Huesca;C.R.A. A Redolada - Laluenga;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LAL2031-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2032;ALTA;C.R.A. A Redolada - Peralta de Alcofea;C/ Balmes 16;974300743;0;Peralta de Alcofea;Huesca;C.R.A. A Redolada - Peralta de Alcofea;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PER2032-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2033;ALTA;C.R.A. A Redolada - Pertusa;Avda. del Parque 1;0;0;Pertusa;Huesca;C.R.A. A Redolada - Pertusa;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PER2033-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2034;ALTA;C.R.A. Baja Ribagorza - Capella;C/ Barrio bajo s/n;974540432;0;Capella;Huesca;C.R.A. Baja Ribagorza - Capella;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CAP2034-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2035;ALTA;C.R.A. Baja Ribagorza - Castigaleu;C/ la Plaza s/n;0;0;Castigaleu;Huesca;C.R.A. Baja Ribagorza - Castigaleu;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CAS2035-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2036;ALTA;C.R.A. Baja Ribagorza - Lascuarre;C/ Iglesia 20;974544261;0;Lascuarre;Huesca;C.R.A. Baja Ribagorza - Lascuarre;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LAS2036-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2037;ALTA;C.R.A. Baja Ribagorza - Puebla de Castro (La);C/ Graus 9;974545235;0;La Puebla de Castro;Huesca;C.R.A. Baja Ribagorza - Puebla de Castro (La);EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LA 2037-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2038;ALTA;C.R.A. Baja Ribagorza - Puebla de Roda (La);Camino del Villar s/n;974347470;0;La Puebla de Roda;Huesca;C.R.A. Baja Ribagorza - Puebla de Roda (La);EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-LA 2038-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2039;ALTA;C.R.A. Estadilla-Fonz - Estada;C/ la Fuente s/n;974305020;0;Estada;Huesca;C.R.A. Estadilla-Fonz - Estada;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-EST2039-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2040;ALTA;C.R.A. Estadilla-Fonz - Estadilla;C/ la Balsa s/n;974305052;0;Estadilla;Huesca;C.R.A. Estadilla-Fonz - Estadilla;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-EST2040-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2041;ALTA;C.R.A. Estadilla-Fonz - Fonz;Avda. de Las Sierras 1;974412031;0;Fonz;Huesca;C.R.A. Estadilla-Fonz - Fonz;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-FON2041-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2042;ALTA;C.R.A. Estadilla-Fonz - Grado (El);Ctra. Barbastro 4;974304301;0;El Grado;Huesca;C.R.A. Estadilla-Fonz - Grado (El);EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-EL 2042-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2043;ALTA;C.R.A. Estadilla-Fonz - Naval;C/ Daniel Ballarin s/n;974300324;0;Naval;Huesca;C.R.A. Estadilla-Fonz - Naval;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-NAV2043-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2044;ALTA;C.R.A. Estadilla-Fonz - Azanuy;Plaza Teodoro Noguera s/n;974411212;0;Azanuy;Huesca;C.R.A. Estadilla-Fonz - Azanuy;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-AZA2044-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2045;ALTA;C.R.A. Montearagon - Angues;C/ Las Eras s/n;974260462;0;Angues;Huesca;C.R.A. Montearagon - Angues;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ANG2045-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2046;ALTA;C.R.A. Montearagon - Chimillas;Ctra. de Huesca s/n;974238471;0;Chimillas;Huesca;C.R.A. Montearagon - Chimillas;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CHI2046-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2047;ALTA;C.R.A. Montearagon - Sietamo;C/ Alta s/n;974262319;0;Sietamo;Huesca;C.R.A. Montearagon - Sietamo;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SIE2047-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2048;ALTA;C.R.A. Montearagon - Tierz;C/ la Alegria 4;974252151;0;Tierz;Huesca;C.R.A. Montearagon - Tierz;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-TIE2048-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2049;ALTA;C.R.A. Alto Gallego - Biescas;Plaza Ayuntamiento 4;974485308;0;Biescas;Huesca;C.R.A. Alto Gallego - Biescas;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BIE2049-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2050;ALTA;C.R.A. Alto Gallego - Panticosa;C/ la Escuela s/n;974487373;0;Panticosa;Huesca;C.R.A. Alto Gallego - Panticosa;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PAN2050-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2051;ALTA;C.R.A. Alto Gallego - Sallent de Gallego;Ctra. de Francia 36;0;0;Sallent de Gallego;Huesca;C.R.A. Alto Gallego - Sallent de Gallego;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAL2051-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2052;ALTA;C.R.A. Alto Gallego - Tramacastilla de Tena;C/ la Salz 1;974487076;0;Tramacastilla de Tena;Huesca;C.R.A. Alto Gallego - Tramacastilla de Tena;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-TRA2052-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2053;ALTA;C.R.A. El Trebol - Binaced;C/ Joaquin Costa s/n;974427131;0;Binaced;Huesca;C.R.A. El Trebol - Binaced;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BIN2053-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2054;ALTA;C.R.A. El Trebol - Esplus;C/ Escuelas s/n;974435410;0;Esplus;Huesca;C.R.A. El Trebol - Esplus;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ESP2054-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2055;ALTA;C.R.A. El Trebol - San Esteban de Litera;Plaza España s/n;974429858;0;San Esteban de Litera;Huesca;C.R.A. El Trebol - San Esteban de Litera;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAN2055-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2056;ALTA;C.R.A. El Trebol - Valcarca;Plaza de la Iglesia s/n;974437060;0;Valcarca;Huesca;C.R.A. El Trebol - Valcarca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-VAL2056-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2057;ALTA;I.E.S. Pirineos - Jaca;C/ Ferrocarril 17;974355857;0;Jaca;Huesca;I.E.S. Pirineos - Jaca;EDUCACIÓN;;;;;;;;;;;;;;;H-JAC2057-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2058;ALTA;C.R.A. Rio Aragon - Anso;C/ Arrigo s/n;974370200;0;Anso;Huesca;C.R.A. Rio Aragon - Anso;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ANS2058-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2059;ALTA;C.R.A. Rio Aragon - Jasa;Plaza Larraz s/n;974371507;0;Jasa;Huesca;C.R.A. Rio Aragon - Jasa;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-JAS2059-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2060;ALTA;C.R.A. Rio Aragon - Santa Cilia;C/ Mosen Jose Pardo Aso 17;974377049;0;Santa Cilia;Huesca;C.R.A. Rio Aragon - Santa Cilia;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAN2060-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2061;ALTA;C.R.A. Rio Aragon - Puente la Reina de Jaca;C/ Molino 10;974377041;0;Puente la Reina de Jaca;Huesca;C.R.A. Rio Aragon - Puente la Reina de Jaca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PUE2061-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2062;ALTA;C.R.A. Rio Aragon - Berdun;C/ El Castillo 2;974371919;0;Berdun;Huesca;C.R.A. Rio Aragon - Berdun;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BER2062-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2063;ALTA;C.R.A. Rio Aragon - Hecho;C/ Lobo s/n;0;0;Hecho;Huesca;C.R.A. Rio Aragon - Hecho;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-HEC2063-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2064;ALTA;C.R.A. Rio Aragon - Santa Engracia de Jaca;Plaza Las Cabras s/n;0;0;Santa Engracia de Jaca;Huesca;C.R.A. Rio Aragon - Santa Engracia de Jaca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAN2064-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2065;ALTA;C.R.A. Rio Aragon - Salvatierra de Esca;C/ Escuela de Salvatierra de Esca s/n;948887051;0;Salvatierra de Esca;Zaragoza;C.R.A. Rio Aragon - Salvatierra de Esca;EDUCACIÓN;ZARAGOZA;;;;;;;;;;;;;;Z-SAL2065-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2066;ALTA;C.R.A. Ribagorza Oriental - Aren;Avda. Ribagorzana s/n;974542070;0;Aren;Huesca;C.R.A. Ribagorza Oriental - Aren;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ARE2066-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2067;ALTA;C.R.A. Ribagorza Oriental - Benabarre;C/ San Jose de Calasanz 13;974543255;0;Benabarre;Huesca;C.R.A. Ribagorza Oriental - Benabarre;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BEN2067-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2068;ALTA;C.R.A. Ribagorza Oriental - Montanuy;Ctra. N-260 A Castejon de Sos s/n;974554039;0;Montanuy;Huesca;C.R.A. Ribagorza Oriental - Montanuy;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-MON2068-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2069;ALTA;C.R.A. Ribagorza Oriental - Tolva;Plaza Mayor 3;0;0;Tolva;Huesca;C.R.A. Ribagorza Oriental - Tolva;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-TOL2069-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2070;ALTA;C.R.A. Ribera del Cinca - Torrente de Cinca;C/ Arrabal del Norte s/n;974467142;0;Torrente de Cinca;Huesca;C.R.A. Ribera del Cinca - Torrente de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-TOR2070-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2071;ALTA;C.R.A. Ribera del Cinca - Velilla de Cinca;C/ Extramuros s/n;974461500;0;Velilla de Cinca;Huesca;C.R.A. Ribera del Cinca - Velilla de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-VEL2071-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2072;ALTA;C.R.A. Ribera del Cinca - Miralsot;C/ Magdalena s/n;974454141;0;Miralsot;Huesca;C.R.A. Ribera del Cinca - Miralsot;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-MIR2072-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2073;ALTA;C.R.A. de Altorricon - Altorricon;C/ Miguel Fleta 1;974425202;0;Altorricon;Huesca;C.R.A. de Altorricon - Altorricon;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ALT2073-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2074;ALTA;C.R.A. de Altorricon - Vencillon;C/ Escuelas s/n;974434344;0;Vencillon;Huesca;C.R.A. de Altorricon - Vencillon;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-VEN2074-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2075;ALTA;C.R.A. de Altorricon - Algayon;C/ Escuelas 16;974424036;0;Algayon;Huesca;C.R.A. de Altorricon - Algayon;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ALG2075-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2076;ALTA;C.R.A. Arco Iris - Almunia de San Juan;C/ Joaquin Costa 1;974404748;0;Almunia de San Juan;Huesca;C.R.A. Arco Iris - Almunia de San Juan;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ALM2076-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2077;ALTA;C.R.A. Arco Iris - Castejon del Puente;C/ Barbastro s/n;974403308;0;Castejon del Puente;Huesca;C.R.A. Arco Iris - Castejon del Puente;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CAS2077-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2078;ALTA;C.R.A. Arco Iris - Pueyo de Santa Cruz;C/ Carrasqueta s/n;974405009;0;Pueyo de Santa Cruz;Huesca;C.R.A. Arco Iris - Pueyo de Santa Cruz;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-PUE2078-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2079;ALTA;C.R.A. Arco Iris - Conchel;C/ Monzon s/n;974413391;0;Conchel;Huesca;C.R.A. Arco Iris - Conchel;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-CON2079-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2080;ALTA;C.R.A. Arco Iris - Estiche de Cinca;C/ Afueras s/n;974413530;0;Estiche de Cinca;Huesca;C.R.A. Arco Iris - Estiche de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-EST2080-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2081;ALTA;C.R.A. Arco Iris - Pomar de Cinca;C/ San Jorge 1;974413192;0;Pomar de Cinca;Huesca;C.R.A. Arco Iris - Pomar de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-POM2081-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2082;ALTA;C.R.A. Arco Iris - Santalecina;C/ Barrio Nuevo s/n;974413411;0;Santalecina;Huesca;C.R.A. Arco Iris - Santalecina;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-SAN2082-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2083;ALTA;C.R.A. Albeos - Albalate de Cinca;C/ San Miguel 23;974468888;0;Albalate de Cinca;Huesca;C.R.A. Albeos - Albalate de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-ALB2083-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2084;ALTA;C.R.A. Albeos - Belver de Cinca;C/ Escuelas 28;974468126;0;Belver de Cinca;Huesca;C.R.A. Albeos - Belver de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-BEL2084-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2085;ALTA;C.R.A. Albeos - Osso de Cinca;Avda. Autonomia de Aragon s/n;974456060;0;Osso de Cinca;Huesca;C.R.A. Albeos - Osso de Cinca;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-OSS2085-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2086;ALTA;C.R.A. Violada Monegros - Gurrea de Gallego;C/ Cervantes 1;976688051;0;Gurrea de Gallego;Huesca;C.R.A. Violada Monegros - Gurrea de Gallego;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-GUR2086-;-;-;ES. REMOTO;12X5;;mon;doc;esq
2087;ALTA;C.R.A. Violada Monegros - Tardienta;C/ Jose Maria Peleato 18;974253241;0;Tardienta;Huesca;C.R.A. Violada Monegros - Tardienta;EDUCACIÓN;HUESCA;;;;;;;;;;;;;;H-TAR2087-;-;-;ES. REMOTO;12X5;;mon;doc;esq
